RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2254.0,15589643.0,Ngozichukwuka,684,Spain,Female,41.0,7,0.0,1.0,1,1,138394.37,0,0,2,SILVER,795
2255.0,15585533.0,Calabrese,679,France,Male,36.0,6,147733.64,1.0,0,1,172501.38,0,0,5,PLATINUM,982
2256.0,15681506.0,Lane,478,Spain,Male,43.0,1,0.0,2.0,1,1,197916.43,0,0,5,DIAMOND,303
2257.0,15630551.0,Forbes,696,France,Male,33.0,2,163139.27,1.0,1,1,7035.36,0,0,1,DIAMOND,514
2258.0,15698349.0,Davy,686,Spain,Female,35.0,4,0.0,2.0,1,1,159676.55,0,0,2,GOLD,624
2259.0,15776631.0,Ma,466,France,Female,36.0,5,119540.15,1.0,0,1,80603.99,0,,1,PLATINUM,513
2260.0,15762216.0,Barrera,686,France,Female,41.0,4,129553.76,2.0,1,0,187599.8,0,0,4,DIAMOND,223
2261.0,15623927.0,Alexander,576,France,Male,55.0,9,0.0,2.0,1,1,94450.97,0,0,5,DIAMOND,610
2262.0,15681402.0,Ngozichukwuka,763,Germany,Female,61.0,1,66101.89,invalid_value,1,1,143981.27,0,0,2,PLATINUM,366
2263.0,15586264.0,Murray,572,France,Male,43.0,2,140431.98,1.0,1,0,26450.57,1,1,4,DIAMOND,474
2264.0,15594685.0,Hall,757,France,Female,49.0,2,0.0,2.0,0,0,,0,0,1,PLATINUM,
2265.0,15812945.0,Padovesi,582,France,Female,29.0,0,0.0,1.0,1,1,84012.81,0,0,2,DIAMOND,572
2266.0,15734628.0,Lysaght,623,France,Female,35.0,5,0.0,2.0,1,0,101192.08,0,0,2,DIAMOND,311
2267.0,15629323.0,Kelechi,617,Germany,Female,37.0,4,116471.43,2.0,1,0,175324.74,1,1,3,SILVER,984
2268.0,15666823.0,invalid_value,425,France,Male,39.0,4,0.0,2.0,1,0,197226.32,0,0,2,SILVER,261
2269.0,15777553.0,Hanson,659,France,Female,56.0,9,123785.24,1.0,1,0,99504.03,1,1,4,GOLD,928
2270.0,15613097.0,Kao,605,France,Female,33.0,4,0.0,2.0,0,1,83700.66,,0,3,DIAMOND,550
2271.0,15622217.0,Tu,538,France,Female,38.0,8,88758.95,2.0,0,0,28226.15,1,1,1,DIAMOND,911
2272.0,15703588.0,Palerma,665,Germany,Male,25.0,5,153611.83,2.0,1,0,35321.65,0,0,1,SILVER,862
2273.0,15570835.0,Fallaci,491,Germany,Female,57.0,4,112044.72,1.0,1,1,41229.73,1,1,2,DIAMOND,562
2274.0,15679299.0,Shen,726,Spain,Female,27.0,7,123826.07,1.0,0,1,78970.58,0,0,2,GOLD,535
2275.0,15808044.0,Ts'ui,580,France,Female,,9,106804.26,3.0,1,0,107890.69,1,,3,GOLD,950
2276.0,15579208.0,Chikezie,550,France,Female,48.0,6,0.0,2.0,1,1,191870.28,0,0,2,PLATINUM,730
2277.0,15684951.0,He,542,France,Female,59.0,2,68892.77,2.0,1,0,7905.06,1,1,5,DIAMOND,442
2278.0,15667620.0,Dreyer,732,France,Female,43.0,6,0.0,2.0,1,0,65731.53,0,0,3,PLATINUM,767
2279.0,15582960.0,Short,473,France,Female,33.0,5,125827.43,1.0,0,1,145698.73,0,0,5,PLATINUM,299
2280.0,15590730.0,Hunt,745,Spain,Male,34.0,9,0.0,2.0,1,0,50046.25,0,0,3,SILVER,848
2281.0,15763747.0,Ricci,732,France,Male,36.0,7,0.0,2.0,1,1,60830.24,0,0,1,GOLD,875
2282.0,15778320.0,Teng,848,Germany,Female,40.0,5,148495.64,1.0,0,0,158853.98,0,0,3,SILVER,616
invalid_value,15642787.0,Ijendu,572,France,Male,37.0,1,133043.66,1.0,0,0,111243.09,0,0,4,GOLD,444
2284.0,15624633.0,Kibby,702,France,Male,45.0,9,74989.58,1.0,1,1,171014.69,0,,3,SILVER,811
2285.0,15766765.0,Obiuto,664,Germany,Male,39.0,7,60263.23,1.0,1,0,170835.32,0,0,5,SILVER,466
2286.0,15783615.0,Ramos,630,Germany,Male,50.0,3,129370.91,4.0,1,1,invalid_value,1,1,1,GOLD,712
2287.0,15640161.0,Calabrese,618,Germany,Male,44.0,5,157955.83,2.0,0,0,139297.71,0,0,5,GOLD,668
2288.0,15619889.0,Vasin,556,France,Male,26.0,4,0.0,1.0,1,0,195167.38,0,0,4,SILVER,727
2289.0,15579166.0,Munro,619,France,Female,30.0,7,70729.17,1.0,1,1,160948.87,0,0,,DIAMOND,962
2290.0,15789097.0,Keeley,644,France,Male,48.0,8,0.0,2.0,invalid_value,1,44965.54,1,1,4,DIAMOND,930
2291.0,15674880.0,Archer,658,Spain,Male,50.0,2,0.0,2.0,1,0,52137.73,0,0,1,GOLD,893
2292.0,15778157.0,Murray,598,Spain,Male,27.0,invalid_value,90721.52,2.0,1,0,109296.18,0,0,1,GOLD,698
2293.0,15779064.0,Chidiegwu,677,France,Male,27.0,2,0.0,2.0,1,1,20092.89,0,0,3,PLATINUM,737
2294.0,15801265.0,Tang,689,Spain,Female,45.0,0,57784.22,1.0,1,0,197804.0,invalid_value,1,3,SILVER,709
2295.0,15589204.0,Farrar,591,France,Male,33.0,9,131765.72,1.0,1,0,118782.06,0,0,5,GOLD,597
2296.0,15664543.0,Shaw,699,France,Male,40.0,7,0.0,1.0,0,1,152876.13,1,1,3,DIAMOND,497
2297.0,15582714.0,Napolitani,749,Germany,Male,47.0,9,110022.74,1.0,invalid_value,1,135655.29,1,1,3,GOLD,634
2298.0,15797595.0,Greenhalgh,709,France,Female,40.0,,131569.63,1.0,1,1,invalid_value,0,0,,DIAMOND,295
2299.0,15614034.0,Martin,607,Germany,Male,61.0,2,164523.5,2.0,1,1,35786.76,0,invalid_value,1,DIAMOND,702
2300.0,15763171.0,Hu,650,Germany,Female,25.0,2,114330.95,1.0,1,1,25325.07,0,0,1,DIAMOND,876
2301.0,15647266.0,Y?an,651,Spain,Female,45.0,10,135923.16,1.0,1,0,18732.84,0,0,3,GOLD,500
2302.0,15757577.0,Odili,676,France,Female,61.0,8,0.0,2.0,1,1,118522.73,0,0,5,DIAMOND,762
2303.0,15736656.0,H?,723,France,Female,49.0,4,0.0,2.0,0,1,89972.25,0,0,1,PLATINUM,886
2304.0,15635078.0,Chiemela,714,Spain,Male,45.0,0,124693.48,1.0,0,1,187194.15,0,0,2,PLATINUM,952
2305.0,15680141.0,Yuan,759,Spain,Female,35.0,7,147936.42,1.0,1,1,106785.7,0,0,4,,312
2306.0,15576945.0,Clements,,France,Male,29.0,0,0.0,1.0,1,0,142516.35,0,0,2,GOLD,352
2307.0,15602034.0,Kolesnikov,697,France,Female,34.0,2,126558.92,invalid_value,1,0,73334.43,0,0,5,PLATINUM,809
2308.0,15732020.0,Rutherford,610,Germany,Male,57.0,6,106938.11,2.0,0,1,186612.47,0,0,4,DIAMOND,913
2309.0,15611029.0,Hsiung,488,Germany,Female,33.0,4,140002.35,1.0,1,0,123613.81,0,0,1,GOLD,935
2310.0,15621210.0,Angelo,invalid_value,Germany,Male,46.0,9,123444.72,1.0,1,1,31368.08,1,1,3,DIAMOND,726
2311.0,15569222.0,Mendes,781,France,Male,32.0,6,147107.91,1.0,1,1,40066.95,0,0,1,PLATINUM,740
2312.0,15664639.0,McGregor,645,France,Male,19.0,9,128514.84,1.0,0,0,175969.19,0,0,5,GOLD,796
2313.0,15724223.0,Bronner,545,France,Female,55.0,5,0.0,1.0,0,0,10034.77,1,1,5,DIAMOND,524
2314.0,15644621.0,Mironova,597,Germany,Female,40.0,9,106756.01,2.0,1,0,151167.94,0,0,3,PLATINUM,701
2315.0,15756056.0,Ku,561,Spain,Female,28.0,3,0.0,2.0,1,0,191387.76,0,0,1,DIAMOND,276
2316.0,15700353.0,Evans,662,France,Female,37.0,6,0.0,2.0,1,0,51229.17,0,0,5,PLATINUM,526
2317.0,15624388.0,Henderson,649,Germany,Female,50.0,5,155393.32,1.0,1,1,87351.42,1,1,5,DIAMOND,312
2318.0,15627212.0,Smith,630,France,,36.0,2,110414.48,1.0,1,1,48984.95,0,0,3,SILVER,882
2319.0,15648005.0,Russell,672,Spain,Male,33.0,2,0.0,2.0,,1,182738.0,0,0,4,SILVER,609
2320.0,15681446.0,Sun,636,Germany,Female,37.0,9,157098.52,1.0,1,1,153535.27,0,0,3,SILVER,638
2321.0,15775888.0,McDonald,593,Germany,Female,38.0,5,85626.6,1.0,1,1,125079.65,0,0,2,GOLD,891
2322.0,15749019.0,Wong,545,Germany,Male,45.0,6,93796.42,2.0,1,1,162321.26,0,0,3,GOLD,577
2323.0,15709928.0,Niu,567,Spain,Female,,1,0.0,2.0,1,0,3414.72,0,0,5,SILVER,684
2324.0,15784676.0,Fanucci,583,France,Male,51.0,6,125268.03,2.0,1,0,165082.25,0,0,4,PLATINUM,837
2325.0,15748116.0,Zetticci,681,France,Female,29.0,2,148143.84,1.0,1,1,52021.39,0,0,5,SILVER,394
2326.0,15612193.0,Hsia,762,Spain,Male,29.0,10,115545.33,2.0,1,0,148256.43,0,0,3,PLATINUM,931
2327.0,15762984.0,McIntosh,648,Spain,Male,35.0,7,0.0,2.0,0,0,122899.01,0,0,,DIAMOND,878
2328.0,15613713.0,Kozlova,644,France,Male,30.0,5,44928.88,1.0,1,1,10771.46,0,0,4,PLATINUM,528
2329.0,15664204.0,Meany,706,Spain,Male,29.0,2,0.0,2.0,1,1,18255.51,0,0,1,SILVER,868
2330.0,15639415.0,Thompson,invalid_value,France,Male,35.0,3,162442.35,1.0,1,0,183566.78,0,0,3,GOLD,801
invalid_value,15806332.0,Le Gallienne,484,Spain,Female,39.0,5,0.0,invalid_value,invalid_value,1,175224.12,0,0,2,SILVER,740
2332.0,15614929.0,Cheng,508,Germany,Male,28.0,0,96213.82,2.0,1,0,147913.56,0,0,2,PLATINUM,
2333.0,15695492.0,P'eng,439,France,Female,29.0,6,156569.43,1.0,1,0,180598.66,0,0,2,GOLD,939
2334.0,invalid_value,Lloyd,484,Spain,Male,36.0,8,0.0,2.0,1,0,186136.48,0,0,1,PLATINUM,512
2335.0,15616380.0,Wheeler,803,Spain,Female,37.0,1,0.0,2.0,0,0,7455.2,0,0,4,SILVER,663
2336.0,15581440.0,Christie,724,Germany,Female,48.0,6,110463.25,2.0,1,1,80552.11,1,1,1,PLATINUM,356
2337.0,15654390.0,He,640,France,Male,33.0,7,154575.76,1.0,1,0,25722.28,1,1,5,GOLD,762
2338.0,15660688.0,King,701,Spain,Female,invalid_value,9,0.0,2.0,0,0,170996.86,0,0,3,invalid_value,303
2339.0,15806307.0,Favors,537,France,Male,37.0,3,0.0,2.0,1,1,20603.32,0,,2,SILVER,847
2340.0,15647975.0,Vida,651,Germany,Male,26.0,5,147037.32,1.0,0,0,141763.26,0,0,5,SILVER,637
2341.0,15595728.0,Thomas,523,Germany,Male,41.0,0,119276.31,1.0,0,0,122284.38,1,1,3,SILVER,844
2342.0,15735388.0,Wayn,717,France,Female,25.0,7,108664.85,2.0,1,0,190011.85,0,0,3,PLATINUM,433
2343.0,15788535.0,Tan,593,Spain,Male,44.0,5,0.0,1.0,1,0,128046.98,0,0,2,SILVER,569
,15765902.0,Gibson,706,Germany,Male,38.0,5,163034.82,2.0,1,1,135662.17,0,0,3,DIAMOND,826
2345.0,15642345.0,Y?,714,Germany,Female,49.0,4,93059.34,1.0,1,0,7571.51,1,1,4,PLATINUM,381
2346.0,15641250.0,Calabresi,794,Spain,Male,38.0,9,179581.31,1.0,1,0,23596.24,0,0,4,PLATINUM,814
2347.0,15706163.0,Enyinnaya,518,Germany,Male,46.0,4,113625.93,1.0,0,0,92727.42,1,1,2,SILVER,734
2348.0,15746708.0,Ritchie,589,Germany,Male,55.0,7,119961.48,1.0,1,0,65156.83,1,1,5,PLATINUM,248
2349.0,15775203.0,Chia,824,France,Male,45.0,3,129209.48,1.0,,0,60151.77,0,0,2,DIAMOND,907
2350.0,15787907.0,Wang,,Germany,Female,42.0,5,137227.04,3.0,1,0,149097.38,1,1,5,PLATINUM,512
2351.0,15646764.0,Lorenzo,617,Germany,Female,58.0,3,119024.75,2.0,1,0,35199.24,1,1,2,invalid_value,452
2352.0,15678284.0,Pai,651,France,Male,35.0,7,74623.5,3.0,1,0,129451.29,1,1,2,SILVER,515
2353.0,15726791.0,Nuttall,637,Spain,Female,45.0,2,157929.45,1.0,1,1,145134.49,1,1,4,DIAMOND,546
2354.0,15813144.0,Osborne,554,France,Female,26.0,7,92606.86,2.0,1,0,192709.69,0,0,3,SILVER,675
2355.0,15669342.0,Ferri,731,Germany,Male,35.0,2,127862.93,2.0,1,0,139083.7,0,0,1,PLATINUM,561
2356.0,15710366.0,Hamilton,,Spain,Female,42.0,1,0.0,1.0,1,1,83629.6,1,1,2,PLATINUM,748
2357.0,15614934.0,McEwan,625,Germany,Female,37.0,4,142711.81,1.0,1,0,35625.41,0,0,2,SILVER,251
2358.0,15588701.0,Lai,592,France,Female,38.0,4,0.0,2.0,1,0,35338.96,0,0,4,SILVER,305
2359.0,15665438.0,Hs?,669,France,Male,43.0,1,163159.85,1.0,0,1,15602.8,0,0,5,PLATINUM,invalid_value
2360.0,15644896.0,Thompson,663,Germany,Male,32.0,3,108586.86,1.0,1,1,182355.21,0,0,5,PLATINUM,723
2361.0,15670205.0,Boyd,518,Germany,Female,41.0,5,110624.99,1.0,1,0,89327.67,0,0,4,PLATINUM,911
2362.0,15635776.0,Trevisani,686,Germany,Female,43.0,5,154846.24,2.0,1,1,151903.6,0,0,5,DIAMOND,546
2363.0,15791053.0,Lucciano,709,Germany,Male,45.0,4,122917.71,1.0,1,1,11.58,1,1,5,GOLD,254
2364.0,15644005.0,Holman,571,France,Female,33.0,9,0.0,2.0,0,1,77519.62,0,0,2,PLATINUM,702
2365.0,15796343.0,Bazhenov,707,France,Female,31.0,2,82787.93,2.0,0,0,91423.69,0,0,5,invalid_value,585
2366.0,15751057.0,Douglas,701,Germany,Male,32.0,5,102500.34,1.0,0,0,106287.77,0,0,5,PLATINUM,763
2367.0,15623430.0,Hill,672,France,Male,34.0,9,0.0,2.0,1,0,161800.77,0,0,invalid_value,GOLD,239
2368.0,15682600.0,Lo,620,Germany,Male,39.0,9,159492.79,1.0,1,0,80582.34,1,1,1,PLATINUM,637
2369.0,15769312.0,Forbes,557,Spain,Male,48.0,10,0.0,2.0,1,1,185094.48,0,0,5,PLATINUM,933
invalid_value,15708212.0,Lin,648,Spain,Female,54.0,7,118241.02,1.0,1,0,172586.89,1,1,3,DIAMOND,884
2371.0,15650258.0,Sinclair,479,France,Female,35.0,2,113090.4,1.0,1,0,195649.79,0,0,4,GOLD,invalid_value
2372.0,15604345.0,Kemp,730,France,Female,22.0,9,65763.57,1.0,1,1,145792.01,0,0,5,SILVER,447
2373.0,15578297.0,Ebelegbulam,737,Germany,Female,43.0,1,125537.38,1.0,1,0,138510.01,1,1,,GOLD,316
2374.0,15671789.0,Woods,616,France,Male,31.0,3,94263.91,2.0,1,0,168895.06,0,0,5,SILVER,499
invalid_value,15726186.0,Genovese,639,Spain,Male,29.0,4,133434.57,2.0,1,0,97983.44,0,0,3,PLATINUM,293
2376.0,15764618.0,Tseng,815,Spain,Female,39.0,6,0.0,1.0,1,1,85167.88,0,0,4,DIAMOND,818
2377.0,invalid_value,Chiang,786,Spain,Male,31.0,9,0.0,2.0,1,1,18210.36,0,0,1,SILVER,400
2378.0,15637650.0,Williams,549,France,Male,50.0,9,94748.76,2.0,0,1,13608.18,0,0,1,GOLD,invalid_value
2379.0,15606267.0,Wilson,622,France,Female,38.0,4,98640.74,1.0,1,1,110457.99,0,0,3,SILVER,304
2380.0,15625904.0,Wang,624,France,Male,26.0,9,74681.9,2.0,0,0,31231.35,0,0,4,PLATINUM,316
2381.0,15654463.0,Moore,841,France,Male,34.0,4,0.0,2.0,1,0,141582.66,0,0,3,DIAMOND,572
2382.0,15774151.0,Iadanza,614,Spain,Female,41.0,7,179915.85,1.0,0,0,14666.35,1,1,3,GOLD,451
2383.0,15693259.0,Wallace,676,France,Male,30.0,1,128207.23,1.0,1,1,55400.17,0,0,2,GOLD,523
2384.0,15642468.0,Clark,697,France,Male,42.0,9,132739.26,2.0,0,0,174667.65,0,0,1,PLATINUM,222
2385.0,15758531.0,Y?,732,France,Female,40.0,10,0.0,,1,0,154189.08,0,0,5,DIAMOND,938
2386.0,15728352.0,Yermakov,623,France,Male,27.0,4,120509.81,1.0,0,0,142170.44,0,0,2,GOLD,408
2387.0,15637240.0,Wei,541,France,Male,46.0,4,124547.13,2.0,1,0,94499.06,0,,5,GOLD,690
2388.0,15595588.0,Chukwunonso,773,Spain,Female,39.0,4,0.0,2.0,0,1,182081.45,0,0,2,GOLD,545
2389.0,15778395.0,McIntyre,762,Germany,Male,34.0,4,88815.56,2.0,1,0,68562.26,1,1,2,SILVER,448
2390.0,invalid_value,Ts'ai,655,Spain,Female,35.0,1,82231.51,2.0,1,0,88798.02,0,0,1,SILVER,227
2391.0,15599251.0,Chung,602,Germany,Male,32.0,7,184715.86,2.0,1,0,113781.99,0,0,5,GOLD,879
2392.0,15570004.0,Tsou,850,France,Male,31.0,3,0.0,2.0,1,0,121866.87,0,0,1,SILVER,777
2393.0,15656912.0,Aitken,649,Spain,Male,51.0,4,0.0,1.0,1,1,150390.57,0,0,3,PLATINUM,782
2394.0,15657342.0,Dawson,850,Germany,Male,28.0,4,147972.19,1.0,1,0,60708.72,1,1,2,SILVER,823
2395.0,15716284.0,Ward,543,France,Male,43.0,9,0.0,2.0,1,1,78858.07,0,0,5,SILVER,380
2396.0,15672374.0,Pai,672,France,Male,52.0,8,170008.84,1.0,0,0,56407.42,1,invalid_value,4,SILVER,555
2397.0,15732476.0,Ifeanyichukwu,600,France,Female,27.0,3,0.0,2.0,0,1,125698.97,0,invalid_value,3,PLATINUM,339
2398.0,15747724.0,invalid_value,671,Spain,Female,34.0,10,0.0,1.0,1,0,23235.38,invalid_value,0,5,SILVER,991
2399.0,15633877.0,Morrison,706,Spain,Female,42.0,8,95386.82,1.0,1,1,75732.25,0,invalid_value,5,SILVER,734
2400.0,15672516.0,Wall,541,Germany,Male,51.0,7,90373.28,2.0,1,0,179861.79,0,0,4,PLATINUM,935
2401.0,15607827.0,Nebechukwu,711,Germany,Male,34.0,4,133467.77,2.0,invalid_value,1,42976.64,0,0,5,DIAMOND,267
2402.0,15751336.0,Yao,630,Spain,Male,30.0,3,0.0,2.0,0,1,10486.69,0,0,5,PLATINUM,274
2403.0,15646539.0,Liao,531,France,Male,31.0,3,96288.26,1.0,1,0,56794.73,0,0,4,DIAMOND,247
2404.0,15756901.0,Ch'ang,641,France,Female,invalid_value,4,91547.84,2.0,0,1,28157.34,0,0,2,PLATINUM,712
2405.0,15809286.0,Burke,631,Germany,Male,37.0,8,138292.64,2.0,0,0,152422.91,1,1,3,DIAMOND,647
2406.0,15759021.0,Kay,685,France,Male,35.0,9,0.0,1.0,1,0,167033.83,0,0,5,PLATINUM,980
2407.0,15725039.0,McIntyre,702,Spain,Male,32.0,8,71667.74,1.0,1,1,126082.18,0,0,2,GOLD,225
2408.0,15579130.0,Chidiegwu,708,Germany,Female,43.0,0,118994.84,1.0,1,0,181499.77,1,1,1,PLATINUM,904
2409.0,15754112.0,Musgrove,653,Spain,Male,55.0,7,0.0,2.0,1,1,41967.03,0,0,2,SILVER,581
2410.0,15735522.0,Boulger,654,Germany,Male,37.0,2,145610.07,2.0,0,0,186300.59,0,0,5,SILVER,458
2411.0,15613326.0,Gow,596,,Female,33.0,1,138162.81,1.0,1,0,85412.54,0,0,2,DIAMOND,776
2412.0,15739502.0,Amaechi,549,Germany,Female,31.0,9,135020.21,2.0,1,1,23343.18,0,0,2,DIAMOND,803
2413.0,15670914.0,Robe,754,France,Male,38.0,2,0.0,2.0,1,0,180698.32,0,0,3,GOLD,357
2414.0,15604073.0,Bibi,815,Germany,Female,25.0,8,135161.67,1.0,1,1,136071.05,0,,3,DIAMOND,784
2415.0,15806027.0,Niu,556,France,Female,52.0,9,0.0,1.0,1,0,175149.2,1,1,1,DIAMOND,570
2416.0,15574886.0,Palerma,706,France,Male,32.0,,94486.47,1.0,1,1,146949.74,0,0,5,DIAMOND,904
2417.0,15707120.0,Cocci,850,France,Male,46.0,9,117640.39,1.0,1,0,88920.68,0,0,2,PLATINUM,935
2418.0,15800845.0,Artemieva,732,Spain,Female,33.0,8,111379.55,1.0,1,1,45098.62,0,0,5,PLATINUM,473
2419.0,15603914.0,Arcuri,614,France,Male,40.0,6,,1.0,1,1,20339.79,1,1,invalid_value,PLATINUM,438
2420.0,15722765.0,Owen,580,Spain,Female,57.0,0,136820.99,1.0,0,1,108528.74,0,invalid_value,5,GOLD,419
2421.0,15783305.0,Franklin,593,France,Female,46.0,7,98752.51,1.0,1,0,145560.38,0,0,3,SILVER,442
2422.0,15574842.0,Lorenzo,invalid_value,Germany,Female,25.0,2,158266.42,3.0,1,1,199357.24,0,0,4,GOLD,630
2423.0,15607837.0,Muriel,746,France,Female,29.0,4,105599.67,1.0,1,1,43106.17,0,0,3,DIAMOND,425
2424.0,15714877.0,MacDevitt,662,France,Female,29.0,10,0.0,2.0,1,0,137508.31,0,0,1,SILVER,934
2425.0,15782941.0,Chijindum,573,France,Male,31.0,2,0.0,2.0,1,1,91957.39,0,0,3,PLATINUM,629
2426.0,15630167.0,Gibson,684,Spain,Female,39.0,4,139723.9,1.0,1,1,120612.11,0,0,2,SILVER,254
2427.0,invalid_value,Whitehead,793,France,Female,41.0,3,141806.46,1.0,1,0,102921.17,0,0,3,GOLD,447
2428.0,15661821.0,Johnstone,798,Germany,invalid_value,49.0,invalid_value,132571.67,1.0,1,1,31686.33,1,1,2,DIAMOND,863
2429.0,15728006.0,Endrizzi,524,France,Male,40.0,2,180516.9,1.0,1,0,180002.42,0,0,4,GOLD,invalid_value
2430.0,15712176.0,Burke,816,France,Male,31.0,8,0.0,2.0,1,1,28407.4,0,0,4,SILVER,834
2431.0,15689351.0,Johnson,742,Germany,Female,invalid_value,4,92805.72,1.0,0,1,73743.95,1,1,1,DIAMOND,334
2432.0,15782247.0,Yeh,540,France,Male,22.0,4,0.0,3.0,1,1,186233.26,1,1,3,PLATINUM,530
2433.0,15769064.0,Marshall,537,Germany,Male,39.0,3,135309.36,1.0,1,0,31728.86,1,1,2,PLATINUM,746
2434.0,15718153.0,Kao,759,Spain,Female,74.0,6,128917.84,1.0,1,1,48244.64,invalid_value,0,1,DIAMOND,793
2435.0,15613189.0,Browne,774,,Female,52.0,2,,1.0,1,0,113266.28,1,1,5,PLATINUM,946
2436.0,15661734.0,Taylor,608,Germany,Male,42.0,8,131390.75,2.0,1,0,71178.09,0,0,1,SILVER,246
2437.0,15592645.0,Gibbons,704,invalid_value,Male,37.0,4,0.0,2.0,0,0,25684.93,,0,5,SILVER,439
2438.0,15768387.0,Nott,581,France,Male,41.0,8,0.0,2.0,0,0,29737.14,0,0,3,GOLD,927
2439.0,15792525.0,Lei,628,Germany,Female,61.0,1,97361.66,1.0,1,1,149922.38,1,1,5,GOLD,657
2440.0,15586976.0,Alexeeva,566,France,Female,42.0,6,0.0,1.0,1,0,180702.12,1,1,3,GOLD,420
2441.0,15790659.0,Sheets,701,Spain,Male,59.0,7,0.0,2.0,0,1,27597.59,0,invalid_value,4,SILVER,387
2442.0,15691446.0,Tokaryev,735,Spain,Male,29.0,10,0.0,2.0,1,1,95025.27,0,0,2,DIAMOND,439
2443.0,15772632.0,Ts'ui,680,France,Female,34.0,1,0.0,2.0,1,0,167035.07,0,0,3,DIAMOND,579
2444.0,15706587.0,Johnston,560,,Male,57.0,0,0.0,2.0,0,1,116781.71,0,0,1,DIAMOND,615
2445.0,15572461.0,Kung,663,Germany,Female,29.0,4,102714.65,2.0,0,0,21170.81,0,0,4,PLATINUM,368
2446.0,15654409.0,Unwin,665,France,Female,34.0,5,67816.72,1.0,1,1,29641.58,0,0,5,SILVER,310
2447.0,15568025.0,Hsueh,758,France,invalid_value,51.0,8,81710.46,1.0,,1,116520.07,0,0,4,PLATINUM,688
2448.0,15715769.0,Hao,621,France,Male,26.0,2,75237.54,1.0,0,1,44220.4,0,0,4,SILVER,459
2449.0,15667458.0,L?,764,Germany,Male,28.0,10,124023.18,1.0,1,0,166188.28,0,0,1,SILVER,
2450.0,15567980.0,Frater,537,Germany,Female,46.0,5,100727.5,1.0,0,1,140857.76,1,1,3,DIAMOND,649
2451.0,15679294.0,Brennan,589,France,Female,46.0,10,107238.85,2.0,1,0,37024.28,0,0,5,GOLD,276
2452.0,,Pisani,555,France,Male,24.0,5,0.0,2.0,1,0,27513.47,0,0,3,PLATINUM,747
invalid_value,15578825.0,Golubev,734,France,Female,29.0,0,139994.66,1.0,1,0,17744.72,0,0,2,GOLD,965
2454.0,15619935.0,Vanmeter,783,Spain,Female,59.0,9,126224.87,1.0,1,1,4423.63,0,0,2,invalid_value,841
2455.0,15636089.0,Hs?,678,invalid_value,Female,51.0,1,145751.03,1.0,0,0,109718.44,1,invalid_value,4,DIAMOND,957
2456.0,15727490.0,Scott,661,France,Male,47.0,5,0.0,1.0,0,1,107243.31,1,1,4,DIAMOND,308
2457.0,15591766.0,Crawford,607,Spain,Female,25.0,4,121166.89,1.0,0,1,115288.24,0,0,1,DIAMOND,551
2458.0,15641629.0,P'eng,537,Spain,Female,38.0,1,0.0,2.0,0,1,41233.97,0,0,5,PLATINUM,818
2459.0,15813303.0,Rearick,513,Spain,Male,88.0,10,0.0,2.0,1,1,52952.24,0,0,1,PLATINUM,627
2460.0,15756920.0,Genovesi,576,France,Male,63.0,9,70655.48,1.0,0,0,78955.8,1,1,2,GOLD,615
2461.0,15726403.0,Glenny,660,invalid_value,Male,41.0,1,129901.21,1.0,1,0,26025.6,1,1,2,PLATINUM,694
2462.0,15592765.0,Marks,637,France,Male,40.0,8,125470.81,1.0,1,,,0,0,4,PLATINUM,658
2463.0,15704442.0,,672,France,Female,53.0,9,169406.33,4.0,1,1,147311.47,1,1,4,DIAMOND,232
2464.0,,Davison,629,France,Male,32.0,2,0.0,2.0,0,1,77965.44,0,0,2,SILVER,627
2465.0,15725818.0,Chibuzo,583,Germany,Male,40.0,4,107041.3,1.0,1,1,5635.63,0,0,invalid_value,GOLD,304
2466.0,15612071.0,Wilson,763,Spain,Female,32.0,10,95153.77,1.0,0,1,81310.1,0,0,2,GOLD,816
2467.0,15719809.0,Endrizzi,invalid_value,Germany,Male,32.0,3,145166.09,,0,0,111421.45,0,0,2,DIAMOND,528
2468.0,15716518.0,Yuryeva,617,France,Female,27.0,4,0.0,2.0,0,0,190269.21,0,0,3,PLATINUM,342
2469.0,15742210.0,Ugochukwu,700,France,Male,38.0,9,65962.63,,1,1,100950.48,0,0,2,PLATINUM,419
2470.0,15630617.0,Lo Duca,727,Germany,Male,36.0,6,140418.81,1.0,1,1,113033.73,1,1,3,PLATINUM,357
2471.0,15720838.0,Gallo,689,Spain,Female,31.0,3,139799.63,1.0,0,1,120663.57,0,0,5,GOLD,964
2472.0,15595537.0,Trout,626,Germany,Male,49.0,9,171787.84,2.0,1,0,187192.23,0,0,5,SILVER,398
2473.0,15623196.0,Morley,686,France,Male,38.0,6,149238.97,1.0,1,1,97825.23,0,0,1,SILVER,816
2474.0,15679249.0,Chou,351,Germany,Female,57.0,4,163146.46,1.0,1,0,,1,1,4,SILVER,453
2475.0,15693199.0,Shao,739,France,Female,37.0,8,0.0,2.0,1,0,191557.1,1,1,2,GOLD,829
2476.0,15661219.0,Trentino,627,France,Male,32.0,10,0.0,2.0,1,0,103287.62,0,0,4,DIAMOND,534
